Group1; SecondsElapsed; DateTimePC; N91_NTC1 | N91_NTC2 | N91_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N29_NTC1 | N29_NTC2 | N29_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB || N99_NTC1 | N99_NTC2 | N99_TestSB
Group1; 0.044914; 2026-07-03 13:19:26.557227; New Node Array: 91 93 29 98 99
Group1; 0.060708; 2026-07-03 13:19:26.573021; 
Group1; 11.468803; 2026-07-03 13:19:37.981116; N91_NTC1 | N91_NTC2 | N91_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N29_NTC1 | N29_NTC2 | N29_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB || N99_NTC1 | N99_NTC2 | N99_TestSB
Group1; 22.907408; 2026-07-03 13:19:49.419721; 1792033 | 1827614 | 1819228 || 1788075 | 1826383 | 1806403 || 1781756 | 1779452 | 1785595 || 1773555 | 1772421 | 1763110 || 1785887 | 1769531 | 1770891
Group1; 34.34711; 2026-07-03 13:20:00.859423; 1763795 | 1815497 | 1795119 || 1763246 | 1812890 | 1781978 || 1757596 | 1759424 | 1763074 || 1754584 | 1753885 | 1748059 || 1766071 | 1750562 | 1755481
Group1; 45.770466; 2026-07-03 13:20:12.282779; 1747765 | 1776906 | 1778954 || 1748149 | 1776107 | 1766768 || 1745769 | 1746864 | 1747923 || 1740803 | 1742781 | 1738847 || 1755734 | 1739275 | 1748037
Group1; 57.209971; 2026-07-03 13:20:23.722284; 1736215 | 1762425 | 1764886 || 1740782 | 1762937 | 1754654 || 1737247 | 1739244 | 1739839 || 1736448 | 1736725 | 1732150 || 1749173 | 1734001 | 1734429
Group1; 68.650184; 2026-07-03 13:20:35.162497; 1731677 | 1754947 | 1748591 || 1735297 | 1752274 | 1744313 || 1733348 | 1735211 | 1735715 || 1731731 | 1732952 | 1727790 || 1740342 | 1729966 | 1731939
Group1; 80.089936; 2026-07-03 13:20:46.602249; 1727636 | 1744819 | 1740644 || 1731883 | 1742279 | 1735582 || 1729912 | 1730788 | 1728525 || 1728279 | 1728531 | 1724059 || 1735870 | 1725497 | 1726161
Group1; 91.529468; 2026-07-03 13:20:58.041781; 1723703 | 1735586 | 1735154 || 1725944 | 1735503 | 1728892 || 1723510 | 1724336 | 1721558 || 1719493 | 1721018 | 1715547 || 1726185 | 1718383 | 1716843
Group1; 102.968179; 2026-07-03 13:21:09.480492; 1714621 | 1725929 | 1725171 || 1717286 | 1724586 | 1718860 || 1711734 | 1712465 | 1712081 || 1707804 | 1710053 | 1703954 || 1716105 | 1706310 | 1704389
Group1; 114.391441; 2026-07-03 13:21:20.903754; 1703929 | 1715548 | 1716898 || 1706368 | 1714234 | 1709394 || 1699747 | 1700187 | 1696971 || 1695351 | 1694312 | 1688700 || 1701641 | 1691554 | 1690846
Group1; 125.831885; 2026-07-03 13:21:32.344198; 1688513 | 1707957 | 1703506 || 1690128 | 1704654 | 1696557 || 1685365 | 1687454 | 1684263 || 1682044 | 1682561 | 1676953 || 1691759 | 1679083 | 1680310
Group1; 137.271727; 2026-07-03 13:21:43.784040; 1675496 | 1693827 | 1691099 || 1676856 | 1691389 | 1685228 || 1672944 | 1674820 | 1677465 || 1669509 | 1671806 | 1667300 || 1676101 | 1667661 | 1671063
Group1; 148.710796; 2026-07-03 13:21:55.223109; 1664967 | 1680255 | 1679807 || 1667717 | 1680367 | 1674123 || 1663773 | 1666024 | 1664786 || 1662143 | 1664019 | 1659031 || 1673582 | 1660970 | 1661054
Group1; 160.150053; 2026-07-03 13:22:06.662366; 1658496 | 1670973 | 1669363 || 1662069 | 1670042 | 1665498 || 1659762 | 1661772 | 1659031 || 1659526 | 1660632 | 1656362 || 1664941 | 1657886 | 1658637
Group1; 171.573757; 2026-07-03 13:22:18.086070; 1656198 | 1666475 | 1662576 || 1659787 | 1664826 | 1659868 || 1656959 | 1659230 | 1656685 || 1656511 | 1657883 | 1653510 || 1662585 | 1655546 | 1656831
Group1; 183.013602; 2026-07-03 13:22:29.525915; 1653226 | 1659456 | 1659594 || 1657432 | 1659216 | 1657977 || 1654582 | 1656659 | 1654278 || 1653789 | 1655596 | 1651120 || 1657977 | 1653040 | 1651156
Group1; 194.452406; 2026-07-03 13:22:40.964719; 1650295 | 1654792 | 1654936 || 1653527 | 1654713 | 1652388 || 1650924 | 1653083 | 1648442 || 1649218 | 1650450 | 1645937 || 1654899 | 1647360 | 1645257
Group1; 205.892365; 2026-07-03 13:22:52.404678; 1645828 | 1650506 | 1649839 || 1648403 | 1650333 | 1647836 || 1645628 | 1647769 | 1642683 || 1643570 | 1644868 | 1639187 || 1648644 | 1640717 | 1640558
Group1; 217.332142; 2026-07-03 13:23:03.844455; 1638066 | 1643644 | 1644458 || 1640168 | 1643099 | 1641217 || 1637761 | 1638853 | 1635285 || 1635177 | 1636410 | 1631628 || 1640971 | 1633809 | 1632362
Group1; 228.771354; 2026-07-03 13:23:15.283667; 1631103 | 1637333 | 1635982 || 1632627 | 1636665 | 1631845 || 1629617 | 1631750 | 1628199 || 1627674 | 1628634 | 1623785 || 1633258 | 1627251 | 1624442
Group1; 240.195328; 2026-07-03 13:23:26.707641; 1623367 | 1629103 | 1629501 || 1626384 | 1631412 | 1625710 || 1623454 | 1625481 | 1621143 || 1622115 | 1623285 | 1618663 || 1627481 | 1620741 | 1620365
Group1; 251.635009; 2026-07-03 13:23:38.147322; 1617786 | 1622572 | 1623479 || 1621242 | 1622852 | 1620586 || 1619126 | 1620405 | 1616998 || 1617784 | 1619263 | 1614948 || 1623073 | 1617031 | 1616814
Group1; 263.074761; 2026-07-03 13:23:49.587074; 1614904 | 1618554 | 1619199 || 1619213 | 1619316 | 1617666 || 1617577 | 1619289 | 1614280 || 1616574 | 1617485 | 1613372 || 1620445 | 1615210 | 1613913
