Group1; SecondsElapsed; DateTimePC; N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB || N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB
Group1; 0.044928; 2026-07-02 18:33:15.571156; New Node Array: 90 91 92 93 94
Group1; 0.060637; 2026-07-02 18:33:15.586865; 
Group1; 11.469083; 2026-07-02 18:33:26.995311; N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB || N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB
Group1; 22.908017; 2026-07-02 18:33:38.434245; 3621316 | 3634063 | 3639180 || 1243964 | 1239386 | 1240047 || 3536210 | 3547971 | 3534066 || 1247614 | 1241591 | 1239222 || 3594110 | 3573325 | 3555749
Group1; 34.347507; 2026-07-02 18:33:49.873735; 3645603 | 3629340 | 3639420 || 1244363 | 1238890 | 1239942 || 3456490 | 3484329 | 3512055 || 1248656 | 1242915 | 1239753 || 3595833 | 3574755 | 3557438
Group1; 45.787586; 2026-07-02 18:34:01.313814; 3651781 | 3635596 | 3648935 || 1245140 | 1240708 | 1240385 || 3454398 | 3490370 | 3509280 || 1249346 | 1242682 | 1240449 || 3592105 | 3581103 | 3567645
Group1; 57.226575; 2026-07-02 18:34:12.752803; 3666016 | 3646074 | 3655126 || 1246554 | 1241523 | 1241968 || 3398613 | 3446457 | 3488337 || 1250118 | 1243544 | 1242486 || 3538239 | 3552002 | 3540709
Group1; 68.666155; 2026-07-02 18:34:24.192383; 3686276 | 3655102 | 3664274 || 1246919 | 1242058 | 1242232 || 3382414 | 3418723 | 3474377 || 1251066 | 1244212 | 1242099 || 3462731 | 3493359 | 3518167
Group1; 80.08982; 2026-07-02 18:34:35.616048; 3713976 | 3677161 | 3683540 || 1247134 | 1243000 | 1243494 || 3384218 | 3423309 | 3475607 || 1251061 | 1245192 | 1243308 || 3506572 | 3526204 | 3535083
Group1; 91.529605; 2026-07-02 18:34:47.055833; 3703231 | 3673128 | 3683814 || 1247596 | 1242688 | 1243466 || 3393560 | 3440936 | 3495482 || 1251388 | 1244868 | 1243412 || 3566746 | 3566901 | 3559633
Group1; 102.968954; 2026-07-02 18:34:58.495182; 3681878 | 3664613 | 3674680 || 1248058 | 1243462 | 1244089 || 3419600 | 3470768 | 3509010 || 1251955 | 1246282 | 1243769 || 3584530 | 3583260 | 3570865
Group1; 114.408418; 2026-07-02 18:35:09.934646; 3678993 | 3661390 | 3667960 || 1248113 | 1243854 | 1244293 || 3406014 | 3459897 | 3503158 || 1252135 | 1245610 | 1244466 || 3590201 | 3581145 | 3575015
Group1; 125.847994; 2026-07-02 18:35:21.374222; 3678731 | 3659700 | 3671487 || 1248806 | 1244095 | 1244803 || 3462410 | 3498700 | 3535235 || 1252867 | 1246831 | 1244764 || 3603347 | 3590613 | 3572989
Group1; 137.288243; 2026-07-02 18:35:32.814471; 3667776 | 3683021 | 3686725 || 1249489 | 1244048 | 1244723 || 3602504 | 3597972 | 3581035 || 1253779 | 1246586 | 1244795 || 3564844 | -3163948 | 2303298
Group1; 148.728083; 2026-07-02 18:35:44.254311; 3475304 | 3686111 | 3840315 || 1250041 | 1245152 | 1246073 || 3696819 | 3788796 | 3822182 || 1254398 | 1248290 | 1245742 || 3539665 | 3618595 | 3688325
Group1; 160.166617; 2026-07-02 18:35:55.692845; 3911564 | 3963975 | 4023267 || 1250795 | 1246312 | 1246611 || 3620681 | 3689337 | 3721246 || 1254842 | 1249158 | 1246483 || 3477671 | 3602240 | 3699244
Group1; 171.606186; 2026-07-02 18:36:07.132414; 3925069 | 3962084 | 4005979 || 1251635 | 1246402 | 1246832 || 3477923 | 3585186 | 3685096 || 1255655 | 1249267 | 1247205 || 3644503 | 3725667 | 3768068
Group1; 183.030179; 2026-07-02 18:36:18.556407; 3872806 | 3907109 | 3951528 || 1252224 | 1246675 | 1247834 || 3603257 | 3692794 | 3739832 || 1255868 | 1249228 | 1247873 || 3679717 | 3735507 | 3749357
Group1; 194.469657; 2026-07-02 18:36:29.995885; 3818813 | 3874693 | 3913239 || 1252439 | 1246751 | 1248380 || 3686667 | 3735107 | 3754146 || 1256546 | 1250052 | 1248832 || 3640187 | 3689030 | 3703761
Group1; 205.909099; 2026-07-02 18:36:41.435327; 3798394 | 3839177 | 3887114 || 1253464 | 1247964 | 1248373 || 3653586 | 3701863 | 3704761 || 1257058 | 1250694 | 1248749 || 3480950 | 3520326 | 3568123
Group1; 217.349023; 2026-07-02 18:36:52.875251; 3802832 | 3827836 | 3858540 || 1254536 | 1248905 | 1249224 || 3569593 | 3589910 | 3595219 || 1258152 | 1250915 | 1249450 || 3420894 | 3482591 | 3556449
Group1; 228.788672; 2026-07-02 18:37:04.314900; 3806560 | 3809233 | 3831346 || 1254785 | 1248805 | 1250094 || 3521891 | 3535318 | 3548789 || 1259022 | 1251866 | 1250373 || 3410208 | 3466245 | 3530557
Group1; 240.228117; 2026-07-02 18:37:15.754345; 3787209 | 3784310 | 3802349 || 1255393 | 1250071 | 1251278 || 3500928 | 3504488 | 3517933 || 1259273 | 1252793 | 1251146 || 3409728 | 3478837 | 3536085
Group1; 251.66775; 2026-07-02 18:37:27.193978; 3777730 | 3757519 | 3764061 || 1255810 | 1250758 | 1251144 || 3407528 | 3469807 | 3530396 || 1259607 | 1252964 | 1250853 || 3624037 | 3626049 | 3608891
Group1; 263.107076; 2026-07-02 18:37:38.633304; 3699210 | 3714850 | 3728895 || 1255605 | 1250554 | 1251130 || 3627151 | 3628469 | 3605111 || 1259124 | 1252657 | 1251894 || 3472191 | 3465229 | 3474960
Group1; 274.546692; 2026-07-02 18:37:50.072920; 3718753 | 3710152 | 3731298 || 1255704 | 1250444 | 1251575 || 3475033 | 3462962 | 3470123 || 1259537 | 1253510 | 1251500 || 3418594 | 3476350 | 3526163
Group1; 285.986015; 2026-07-02 18:38:01.512243; 3730604 | 3706848 | 3712938 || 1255823 | 1251653 | 1251767 || 3421079 | 3481996 | 3527634 || 1259833 | 1254136 | 1251639 || 3611890 | 3599383 | 3567758
