Group1; SecondsElapsed; DateTimePC; N95_NTC1 | N95_NTC2 | N95_TestSB || N13_NTC1 | N13_NTC2 | N13_TestSB || N18_NTC1 | N18_NTC2 | N18_TestSB || N19_NTC1 | N19_NTC2 | N19_TestSB || N25_NTC1 | N25_NTC2 | N25_TestSB
Group2; 960.6908; 2026-07-07 07:57:07.790570; 857766 | 858540 | 858972 || 856483 | 16777216 | 858511 || 860675 | 857455 | 855951 || 857305 | 860120 | 858761 || 859202 | 857036 | 857582
Group2; 972.13027; 2026-07-07 07:57:19.230040; 857931 | 858499 | 858723 || 856207 | 16777216 | 858298 || 860599 | 857286 | 856037 || 857232 | 860044 | 858734 || 859165 | 856823 | 857573
Group2; 983.569904; 2026-07-07 07:57:30.669674; 857592 | 858525 | 858918 || 856665 | 16777216 | 858783 || 860915 | 857659 | 856095 || 857460 | 860207 | 858706 || 859252 | 856988 | 857598
Group2; 995.009437; 2026-07-07 07:57:42.109207; 857622 | 858556 | 858925 || 856645 | 16777216 | 858759 || 860929 | 857645 | 856207 || 857488 | 860154 | 858714 || 859302 | 857109 | 857618
Group2; 1006.449024; 2026-07-07 07:57:53.548794; 857849 | 858815 | 859116 || 856757 | 16777216 | 858749 || 860907 | 857555 | 855991 || 857360 | 860103 | 858786 || 859280 | 857100 | 857716
Group2; 1017.872572; 2026-07-07 07:58:04.972342; 857908 | 858729 | 859078 || 856782 | 16777216 | 858873 || 860985 | 857685 | 855897 || 857359 | 859837 | 858498 || 859136 | 856924 | 857563
Group2; 1029.312195; 2026-07-07 07:58:16.411965; 858058 | 858910 | 859181 || 856715 | 16777216 | 858633 || 860785 | 857462 | 855888 || 857204 | 859965 | 858637 || 859239 | 857071 | 857564
Group2; 1040.751858; 2026-07-07 07:58:27.851628; 857939 | 858871 | 859199 || 857019 | 16777216 | 858927 || 861183 | 857740 | 856139 || 857523 | 860164 | 859088 || 859574 | 857329 | 857873
Group2; 1052.1913; 2026-07-07 07:58:39.291070; 858177 | 858839 | 859131 || 856588 | 16777216 | 858639 || 860962 | 857590 | 856137 || 857536 | 860294 | 859177 || 859556 | 857410 | 857859
Group2; 1063.630731; 2026-07-07 07:58:50.730501; 858383 | 859264 | 859476 || 857160 | 16777216 | 858830 || 860886 | 857599 | 856150 || 857600 | 860510 | 859347 || 859662 | 857520 | 858050
Group2; 1075.054493; 2026-07-07 07:59:02.154263; 858229 | 859090 | 859389 || 857078 | 16777216 | 859042 || 861253 | 857976 | 856377 || 857674 | 860584 | 859322 || 859631 | 857563 | 858054
Group2; 1086.49379; 2026-07-07 07:59:13.593560; 858211 | 859110 | 859325 || 856841 | 16777216 | 859084 || 861205 | 857937 | 856513 || 857840 | 860654 | 859253 || 859701 | 857502 | 858104
Group2; 1097.933638; 2026-07-07 07:59:25.033408; 858286 | 859172 | 859394 || 856878 | 16777216 | 858803 || 861079 | 857812 | 856498 || 857717 | 860614 | 859300 || 859657 | 857498 | 858071
Group2; 1109.372901; 2026-07-07 07:59:36.472671; 858280 | 859142 | 859454 || 856949 | 16777216 | 858942 || 861293 | 857934 | 856399 || 857796 | 860520 | 859181 || 859696 | 857521 | 858075
Group2; 1120.796687; 2026-07-07 07:59:47.896457; 858261 | 858955 | 859322 || 856965 | 16777216 | 859172 || 861349 | 857943 | 856499 || 857850 | 860564 | 858975 || 859589 | 857327 | 857968
Group2; 1132.236043; 2026-07-07 07:59:59.335813; 858036 | 858801 | 859251 || 856972 | 16777216 | 859113 || 861238 | 857891 | 856330 || 857527 | 860277 | 858872 || 859501 | 857287 | 857901
Group2; 1143.675668; 2026-07-07 08:00:10.775438; 858104 | 858895 | 859254 || 856964 | 16777216 | 858722 || 861007 | 857628 | 856045 || 857387 | 860150 | 858729 || 859382 | 857115 | 857723
Group2; 1155.115026; 2026-07-07 08:00:22.214796; 857928 | 858855 | 859221 || 856766 | 16777216 | 858782 || 860975 | 857758 | 856207 || 857493 | 859989 | 858736 || 859304 | 857036 | 857726
Group2; 1166.554683; 2026-07-07 08:00:33.654453; 857932 | 858818 | 859097 || 856602 | 16777216 | 858556 || 860742 | 857458 | 855974 || 857292 | 860146 | 858881 || 859329 | 857044 | 857719
Group2; 1177.978122; 2026-07-07 08:00:45.077892; 857748 | 858563 | 858954 || 856648 | 16777216 | 858613 || 860755 | 857497 | 855991 || 857332 | 860248 | 858976 || 859415 | 857247 | 857708
Group2; 1189.417798; 2026-07-07 08:00:56.517568; 857884 | 858562 | 858878 || 856359 | 16777216 | 858606 || 860771 | 857517 | 856064 || 857483 | 860348 | 858875 || 859350 | 857193 | 857679
Group2; 1200.857377; 2026-07-07 08:01:07.957147; 857801 | 858542 | 858844 || 856575 | 16777216 | 858736 || 860758 | 857678 | 856055 || 857426 | 860286 | 858868 || 859356 | 857164 | 857690
Group2; 1212.296887; 2026-07-07 08:01:19.396657; 857841 | 858546 | 859026 || 856639 | 16777216 | 858895 || 861049 | 857724 | 856181 || 857619 | 860303 | 859012 || 859473 | 857246 | 857783
Group2; 1223.736373; 2026-07-07 08:01:30.836143; 857968 | 858705 | 859097 || 856939 | 16777216 | 858740 || 861052 | 857637 | 856198 || 857590 | 860457 | 859182 || 859543 | 857312 | 857843
Group2; 1235.15984; 2026-07-07 08:01:42.259610; 858090 | 858851 | 859097 || 856658 | 16777216 | 858648 || 860891 | 857548 | 856160 || 857570 | 860314 | 858936 || 859380 | 857162 | 857790
Group2; 1246.599485; 2026-07-07 08:01:53.699255; 857821 | 858727 | 859120 || 856774 | 16777216 | 858651 || 860901 | 857592 | 856176 || 857567 | 860439 | 859083 || 859533 | 857299 | 857879
Group2; 1258.039075; 2026-07-07 08:02:05.138845; 858229 | 858867 | 859172 || 856694 | 16777216 | 858823 || 860996 | 857782 | 856318 || 857652 | 860463 | 859098 || 859540 | 857358 | 857924
