Group1; SecondsElapsed; DateTimePC; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group1; 475.819413; 2026-07-03 19:12:46.940126; 1287425 | 1281075 | 1282986 || 1281456 | 1284868 | 1284839 || 1280617 | 1285416 | 1285538 || 1282356 | 1281596 | 1281250
Group1; 484.970982; 2026-07-03 19:12:56.091695; 1287515 | 1281113 | 1283145 || 1281694 | 1284910 | 1284876 || 1280947 | 1285750 | 1286000 || 1282717 | 1282020 | 1281829
Group1; 494.122724; 2026-07-03 19:13:05.243437; 1287951 | 1281513 | 1283489 || 1282182 | 1285251 | 1285102 || 1281092 | 1285888 | 1286073 || 1282899 | 1282361 | 1282472
Group1; 503.258265; 2026-07-03 19:13:14.378978; 1288307 | 1281880 | 1283809 || 1282567 | 1285603 | 1285640 || 1281383 | 1286152 | 1286624 || 1283075 | 1282585 | 1282826
Group1; 512.41001; 2026-07-03 19:13:23.530723; 1288477 | 1282186 | 1284325 || 1282932 | 1285758 | 1285818 || 1281751 | 1286284 | 1286818 || 1283144 | 1282869 | 1283009
Group1; 521.561664; 2026-07-03 19:13:32.682377; 1288857 | 1282467 | 1284487 || 1283030 | 1286073 | 1285967 || 1281885 | 1286870 | 1287224 || 1283555 | 1282680 | 1282360
Group1; 530.713337; 2026-07-03 19:13:41.834050; 1288580 | 1282172 | 1284226 || 1282714 | 1285903 | 1285777 || 1281781 | 1286241 | 1286219 || 1283106 | 1282276 | 1282259
Group1; 539.865394; 2026-07-03 19:13:50.986107; 1288386 | 1281982 | 1283976 || 1282734 | 1285514 | 1285541 || 1281517 | 1285985 | 1286250 || 1282900 | 1282158 | 1281994
Group1; 549.016693; 2026-07-03 19:14:00.137406; 1288072 | 1281687 | 1283567 || 1281936 | 1284718 | 1284938 || 1280706 | 1285665 | 1285977 || 1282524 | 1281830 | 1281325
Group1; 558.168344; 2026-07-03 19:14:09.289057; 1287634 | 1281192 | 1283146 || 1281841 | 1284702 | 1284685 || 1280703 | 1285073 | 1285297 || 1282053 | 1281247 | 1281130
Group2; SecondsElapsed; DateTimePC; N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB || N96_NTC1 | N96_NTC2 | N96_TestSB
Group2; 558.227669; 2026-07-03 19:14:09.348382; New Node Array: 92 93 94 96
Group2; 558.227821; 2026-07-03 19:14:09.348534; 
Group2; 567.363187; 2026-07-03 19:14:18.483900; N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB || N96_NTC1 | N96_NTC2 | N96_TestSB
Group2; 576.515139; 2026-07-03 19:14:27.635852; 1281990 | 1281451 | 1285133 || 1285572 | 1282165 | 1281485 || 1285143 | 1283787 | 1285599 || 1282892 | 1285406 | 1281627
Group2; 585.651336; 2026-07-03 19:14:36.772049; 1281714 | 1281468 | 1285231 || 1286031 | 1282518 | 1281511 || 1285301 | 1283968 | 1285765 || 1283187 | 1285726 | 1281699
Group2; 594.803049; 2026-07-03 19:14:45.923762; 1282313 | 1281686 | 1285567 || 1286243 | 1282774 | 1281897 || 1285827 | 1284573 | 1286407 || 1283624 | 1285797 | 1281729
Group2; 603.954507; 2026-07-03 19:14:55.075220; 1282162 | 1281547 | 1285703 || 1286093 | 1282961 | 1282384 || 1285954 | 1284884 | 1286775 || 1283948 | 1286437 | 1282442
Group2; 613.106236; 2026-07-03 19:15:04.226949; 1282915 | 1282245 | 1286065 || 1286517 | 1283224 | 1282487 || 1286110 | 1284879 | 1286608 || 1283947 | 1286190 | 1282112
Group2; 622.257835; 2026-07-03 19:15:13.378548; 1282795 | 1282064 | 1286236 || 1286696 | 1283482 | 1282487 || 1286354 | 1284855 | 1286480 || 1283847 | 1286042 | 1281975
Group2; 631.409646; 2026-07-03 19:15:22.530359; 1282586 | 1281867 | 1286110 || 1286527 | 1283328 | 1282639 || 1286259 | 1284980 | 1286292 || 1283634 | 1285715 | 1281706
Group2; 640.561047; 2026-07-03 19:15:31.681760; 1282370 | 1281684 | 1285942 || 1286498 | 1283282 | 1282666 || 1286345 | 1284808 | 1286620 || 1283809 | 1285947 | 1282357
Group2; 649.712653; 2026-07-03 19:15:40.833366; 1282508 | 1282030 | 1285840 || 1286563 | 1283064 | 1282580 || 1286125 | 1284835 | 1286519 || 1283942 | 1286041 | 1282409
