Group1; SecondsElapsed; DateTimePC; N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB || N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB
Group1; 0.059617; 2026-07-03 11:57:38.526124; New Node Array: 90 91 92 93 94
Group1; 0.059848; 2026-07-03 11:57:38.526355; 
Group1; 11.467399; 2026-07-03 11:57:49.933906; N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB || N92_NTC1 | N92_NTC2 | N92_TestSB || N93_NTC1 | N93_NTC2 | N93_TestSB || N94_NTC1 | N94_NTC2 | N94_TestSB
Group1; 22.907067; 2026-07-03 11:58:01.373574; 3651679 | 3671865 | 3690142 || 1282800 | 1278402 | 1278082 || 3606527 | 3583380 | 3555797 || 1286269 | 1279953 | 1277986 || 3500610 | -3234722 | 2337500
Group1; 34.346819; 2026-07-03 11:58:12.813326; 3552343 | 3749242 | 3911001 || 1282953 | 1278033 | 1278413 || 3701986 | 3807193 | 3860743 || 1286584 | 1280439 | 1277825 || 3519949 | 3679010 | 3797323
Group1; 45.78624; 2026-07-03 11:58:24.252747; 4016270 | 4071776 | 4132579 || 1283125 | 1278404 | 1278834 || 3525997 | 3679295 | 3795947 || 1286681 | 1280681 | 1278935 || 3734337 | 3842033 | 3898278
Group1; 57.225437; 2026-07-03 11:58:35.691944; 3969571 | 4039924 | 4103825 || 1283121 | 1277966 | 1278675 || 3734241 | 3844867 | 3900388 || 1287362 | 1280087 | 1279209 || 3699726 | 3801336 | 3853016
Group1; 68.665239; 2026-07-03 11:58:47.131746; 3957967 | 4029250 | 4110354 || 1283497 | 1278759 | 1278925 || 3728573 | 3836440 | 3884081 || 1287299 | 1281237 | 1278836 || 3530117 | 3655382 | 3761421
Group1; 80.088717; 2026-07-03 11:58:58.555224; 3997439 | 4057278 | 4120798 || 1283250 | 1278357 | 1279506 || 3551601 | 3670039 | 3764077 || 1286998 | 1280023 | 1279260 || 3538928 | 3718935 | 3702725
Group1; 91.528605; 2026-07-03 11:59:09.995112; 3780989 | 3896033 | 3987210 || 1283475 | 1279012 | 1278937 || 3655808 | 3871504 | 3910680 || 1286469 | 1280890 | 1278901 || 3705447 | 3791247 | 3916837
Group1; 102.96801; 2026-07-03 11:59:21.434517; 3979182 | 4093307 | 4039331 || 1282896 | 1278316 | 1278847 || 3883037 | 3931770 | 3983114 || 1286836 | 1280485 | 1278435 || 3686591 | 3810606 | 3931192
