Group1; SecondsElapsed; DateTimePC; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group1; 0.043453; 2026-07-05 09:16:47.917090; New Node Array: 88 89 90 91
Group1; 0.043878; 2026-07-05 09:16:47.917515; 
Group1; 9.178679; 2026-07-05 09:16:57.052316; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group1; 18.330122; 2026-07-05 09:17:06.203759; 3518341 | 3501221 | 3504393 || 3505968 | 3517399 | 3511150 || 3505521 | 3521854 | 3514071 || 3513719 | 3513658 | 3518127
Group1; 27.481958; 2026-07-05 09:17:15.355595; 3528166 | 3511461 | 3514673 || 3514268 | 3527294 | 3518538 || 3514662 | 3532387 | 3525987 || 3522947 | 3522811 | 3528523
Group1; 36.633428; 2026-07-05 09:17:24.507065; 3537519 | 3520572 | 3523547 || 3525216 | 3537995 | 3531203 || 3526174 | 3542166 | 3536179 || 3533346 | 3534075 | 3539460
Group1; 45.769103; 2026-07-05 09:17:33.642740; 3546159 | 3530564 | 3534838 || 3536921 | 3549368 | 3541872 || 3538015 | 3553943 | 3542730 || 3546852 | 3545910 | 3550610
Group1; 54.92048; 2026-07-05 09:17:42.794117; 3561203 | 3543468 | 3545137 || 3549148 | 3562394 | 3550002 || 3549738 | 3566287 | 3555236 || 3558323 | 3558016 | 3562621
Group1; 64.072144; 2026-07-05 09:17:51.945781; 3573523 | 3554813 | 3556571 || 3560164 | 3572867 | 3564886 || 3562150 | 3578625 | 3570491 || 3569818 | 3570081 | 3575272
Group1; 73.223687; 2026-07-05 09:18:01.097324; 3584908 | 3566557 | 3568660 || 3572466 | 3586094 | 3576787 || 3572550 | 3590701 | 3583591 || 3579789 | 3581977 | 3587036
Group1; 82.375362; 2026-07-05 09:18:10.248999; 3594665 | 3578264 | 3581419 || 3583618 | 3598028 | 3589069 || 3585440 | 3603308 | 3592709 || 3593136 | 3595694 | 3600183
Group1; 91.527262; 2026-07-05 09:18:19.400899; 3609362 | 3590387 | 3591848 || 3597716 | 3611161 | 3598910 || 3598417 | 3616096 | 3602036 || 3606769 | 3606265 | 3613816
Group1; 100.678434; 2026-07-05 09:18:28.552071; 3621954 | 3602831 | 3607139 || 3610437 | 3623708 | 3617431 || 3611279 | 3629296 | 3618264 || 3620261 | 3621080 | 3626602
Group1; 109.830085; 2026-07-05 09:18:37.703722; 3635599 | 3615955 | 3620220 || 3624539 | 3638021 | 3629844 || 3623788 | 3641330 | 3631645 || 3630838 | 3633259 | 3638745
Group1; 118.965722; 2026-07-05 09:18:46.839359; 3645953 | 3627121 | 3633305 || 3636733 | 3650188 | 3639234 || 3637323 | 3654664 | 3643127 || 3644442 | 3646883 | 3652376
