start,soll_C,tag,zyklen,zyklen_mit_daten,zyklen_mit_kopfzeile,n_werte,n_5000,n_ungueltig,median_mm,min_mm,max_mm,abw_ref_pct,strom_mA,bemerkung,datei,median_z1_mm,drift_mm,n_500
2026-09-18T15:49:10,20,bezug,20,20,20,240,0,0,965,941,992,0.00,90,,kammer_MB7574_20260918-134901_T+20_bezug_154910.txt,973,2,0
