"run","setpoint_C","Tref_C","node","channel","flag","counts","R_mean","resid_mK","bias_SM_mK","win_min","sprt_sd_mK","sprt_drift_mK","settled"
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N97","NTC2","ok",2863312.54794521,114748.145107082,-32.8067003069172,-5.6,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N97","TestSB","ok",2863786.89041096,114773.708620011,-37.1132609372005,-26.7,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N98","NTC1","ok",2898614.60273973,116658.672854106,-351.756274160987,-318.1,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N98","NTC2","ok",2813936.4109589,112103.015633148,418.672084289444,474.6,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N98","TestSB","FAULTY",2749041.82191781,108673.72264245,1021.97317778441,1018.5,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N99","NTC1","ok",2868983.56164384,115053.961684085,-84.25624838328,-27.4,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N99","NTC2","ok",2863181.24657534,114741.069460722,-31.6145119268008,-4.7,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.1561263582159,"N99","TestSB","ok",2854160.63013699,114255.496102836,50.3966700399197,27.2,30,10.6,-25.3,FALSE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N88","NTC1","ok",2870296.61666667,115124.82941951,-97.732631577081,-8.2,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N88","NTC2","ok",2857682.7,114444.961200297,16.7752377935315,-8.1,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N88","TestSB","ok",2861453.18333333,114647.967400522,-17.49550701998,-93.1,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N89","NTC1","ok",2858133,114469.196071029,12.6804431224699,-6.7,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N89","NTC2","ok",2864246.86666667,114798.500690212,-42.8643948472356,-9.4,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N89","TestSB","ok",2864054.46666667,114788.130268011,-41.1178888553749,-50.1,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N90","NTC1","ok",2855780.38333333,114342.608650758,34.0796747638095,-8.1,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N90","NTC2","ok",2866356.18333333,114912.225055821,-62.0054570550437,-6.6,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N90","TestSB","ok",2866387.36666667,114913.90674688,-62.2883459681915,-9.7,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N91","NTC1","ok",2859790.08333333,114558.401899301,-2.38372709764434,-72.9,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N91","NTC2","ok",2858714.08333333,114500.473501735,7.39714280172876,-10.6,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.154550804203,"N91","TestSB","ok",2858624.65,114495.65937234,8.21022813148176,-11.6,30,7.1,6.5,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N88","NTC1","ok",2869751.09459459,115095.383974977,-94.1075996314318,-4.6,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N88","NTC2","ok",2857285.17567568,114423.568866252,19.0717954959574,-5.8,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N88","TestSB","ok",2861003.62162162,114623.752920996,-14.7300138602056,-90.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N89","NTC1","ok",2857717.74324324,114446.847112006,15.137798392626,-4.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N89","NTC2","ok",2863858.7027027,114777.579020177,-40.6595050015461,-7.2,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N89","TestSB","ok",2863607.7027027,114764.051398918,-38.3807909940721,-47.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N90","NTC1","ok",2855340.18918919,114318.931047496,36.76647544901,-5.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N90","NTC2","ok",2865970.44594595,114891.423605925,-59.8246755506047,-4.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N90","TestSB","ok",2865911.64864865,114888.253045851,-59.2912136565396,-6.7,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N91","NTC1","ok",2859472.06756757,114541.279386312,-0.812020038470251,-71.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N91","NTC2","ok",2858414.17567568,114484.330105809,8.80508605501618,-9.2,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1532320485876,"N91","TestSB","ok",2858397.5,114483.43252359,8.95670465794396,-10.9,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N92","NTC1","ok",2859023.81666667,114517.147016026,3.14766455909421,-78.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N92","NTC2","ok",2856886.01666667,114402.090622032,22.5874512432256,-4.9,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N92","TestSB","ok",2865325.2,114856.632099185,-54.0848747531868,-8.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N93","NTC1","ok",2865765.05,114880.348119142,-58.0760338631308,-15.7,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N93","NTC2","ok",2858148.93333333,114470.05364139,11.1018743077977,-6.5,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N93","TestSB","ok",2859115.08333333,114522.0603054,2.31800522715275,-6.2,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N94","NTC1","ok",2866395.66666667,114914.354361059,-63.797330368601,-3.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N94","NTC2","ok",2863711.5,114769.645445298,-39.4380719253888,-5.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N94","TestSB","ok",2867636.36666667,114981.274657487,-75.0506707120735,-6,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N96","NTC1","ok",2862449.9,114701.662313708,-27.9824766518573,-3.5,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N96","NTC2","ok",2866642.03333333,114927.641179802,-66.032226600214,-3.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1531171153109,"N96","TestSB","ok",2858002.1,114462.150842332,12.4370372067517,-62.4,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N29","NTC1","ok",2864328.18333333,114802.883829279,-45.6508622074736,-50.8,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N29","NTC2","ok",2867918.51666667,114996.49592381,-78.2239236818825,-6.9,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N29","TestSB","ok",2857659.56666667,114443.71624935,14.9372685106997,-5.2,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N97","NTC1","ok",2855016.58333333,114301.526210736,38.9818621274642,-4.7,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N97","NTC2","ok",2862906.45,114726.26178326,-32.7431748293279,-5.6,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N97","TestSB","ok",2863384.33333333,114752.013615378,-37.082377544742,-26.7,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N98","NTC1","ok",2925875.23333333,118145.199236178,-599.550974720977,-565.7,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N98","NTC2","ok",2861568.58333333,114654.183545889,-20.5921733786383,35.5,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N98","TestSB","ok",2819681.53333333,112409.179482512,362.187680661414,359.2,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N99","NTC1","ok",2868494.53333333,115027.573752844,-83.4467346803294,-26.5,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N99","NTC2","ok",2862741.93333333,114717.397113446,-31.2492206288582,-4.3,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-30,-30.1525024583059,"N99","TestSB","ok",2852949.56666667,114190.385617828,57.79912872854,34.6,30,3.2,-0.7,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N29","NTC1","ok",2356016.9,88983.7363054504,-42.2951505302933,-40.3,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N29","NTC2","ok",2359110.78333333,89131.8757701338,-75.3975971220484,-6,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N29","TestSB","ok",2350455.91666667,88717.7299387064,17.2997436297351,-4.9,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N97","NTC1","ok",2348360.13333333,88617.5663895707,39.7916068421011,-3.9,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N97","NTC2","ok",2354869.93333333,88928.8443568611,-30.0136833494662,-5.4,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N97","TestSB","ok",2355373.66666667,88952.9504509902,-35.4081964607929,-18.4,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N98","NTC1","FAULTY",2562061.43333333,99082.045104409,-2168.5301435156,-2136.4,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N98","NTC2","FAULTY",2488709.73333333,95432.1048587491,-1429.10211957658,-1373.8,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N98","TestSB","ok",2436804.65,92886.3805690332,-894.462973219277,-900.1,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N99","NTC1","ok",2359773.28333333,89163.610722591,-82.4809391154133,-19.1,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N99","NTC2","ok",2354702.05,88920.8109335553,-28.2155844761007,-4.5,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1586790717987,"N99","TestSB","ok",2348232.56666667,88611.4711460788,41.1612172060245,16.2,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N88","NTC1","ok",2360655.96666667,89205.9002728522,-92.5622765687102,-3.9,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N88","NTC2","ok",2349890.13333333,88690.684825564,22.7234250531332,-5.4,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N88","TestSB","ok",2353173,88847.6580988877,-12.4801917984279,-63.8,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N89","NTC1","ok",2350381.73333333,88714.1836898931,17.4490309835882,-3.3,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N89","NTC2","ok",2355719.76666667,88969.5146190575,-39.7605604204578,-6.5,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N89","TestSB","ok",2355621.78333333,88964.8250550932,-38.711465408678,-35.8,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N90","NTC1","ok",2348432.65,88621.031375977,38.3665219837646,-4.5,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N90","NTC2","ok",2357237.88333333,89042.1862718658,-56.0099443540274,-4.1,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N90","TestSB","ok",2357412.48333333,89050.5459112032,-57.8782114389433,-7.7,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N91","NTC1","ok",2351748.96666667,88779.5522886907,2.78503474288883,-55.5,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N91","NTC2","ok",2350754.03333333,88731.981664228,13.4552564432262,-8,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1580325277519,"N91","TestSB","ok",2350707.75,88729.7689861991,13.9517214607032,-10.2,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N29","NTC1","ok",2356014.58108108,88983.6253113712,-42.998785878936,-41,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N29","NTC2","ok",2359126.56756757,89132.6318081047,-76.2948404175319,-6.9,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N29","TestSB","ok",2350463.72972973,88718.1034366603,16.4874666318582,-5.7,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N97","NTC1","ok",2348457.56756757,88622.2219986366,38.0170947392031,-5.7,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N97","NTC2","ok",2354970.06756757,88933.6360484093,-31.8145686662632,-7.2,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N97","TestSB","ok",2355432.39189189,88955.7609184467,-36.7654832608793,-19.8,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N98","NTC1","FAULTY",2512744.24324324,96621.23591208,-1674.14450161563,-1642.2,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N98","NTC2","ok",2414725.28378378,91812.6321707274,-664.770457534175,-609.6,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N98","TestSB","ok",2337142.32432432,88082.2429518473,159.753422055118,153.5,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N99","NTC1","ok",2359813.24324324,89165.5250274266,-83.6365886317338,-20.3,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N99","NTC2","ok",2354711.45945946,88921.261179631,-29.0448271217798,-5.4,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1579506112763,"N99","TestSB","ok",2348317.25675676,88615.5176907205,39.5234803054763,14.6,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N92","NTC1","ok",2351375.69863014,88761.7040120731,6.53795966266202,-58.3,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N92","NTC2","ok",2349723.30136986,88682.7107225995,24.2638467165612,-4.3,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N92","TestSB","ok",2356870.87671233,89024.6155133405,-52.3322231777605,-8.4,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N93","NTC1","ok",2357381.23287671,89049.0496523486,-57.793577072605,-11.9,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N93","NTC2","ok",2351041.5890411,88745.7294269081,10.1211952018296,-6.2,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N93","TestSB","ok",2351359.10958904,88760.9108214548,6.71586210674135,-6.1,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N94","NTC1","ok",2357599.98630137,89059.5236981183,-60.1341534172697,-2.7,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N94","NTC2","ok",2355307.7260274,88949.7947134183,-35.5983805927487,-4.6,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N94","TestSB","ok",2358596.76712329,89107.2567483799,-70.7969050032524,-5.6,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N96","NTC1","ok",2354084.97260274,88891.2856528008,-22.5017549825317,-2.7,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N96","NTC2","ok",2357688.94520548,89063.7832527778,-61.0859244368704,-2.7,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1577827827367,"N96","TestSB","ok",2350493.46575342,88719.5249522943,16.0006401300983,-43.7,30,4.6,0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N88","NTC1","ok",2360893.7,89217.291577176,-95.6135001273353,-6.9,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N88","NTC2","ok",2350011.81666667,88696.5011400747,20.9071121428863,-7.3,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N88","TestSB","ok",2353318.88333333,88854.6363567256,-14.5542381122183,-65.9,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N89","NTC1","ok",2350531.85,88721.3599060398,15.3279395455925,-5.4,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N89","NTC2","ok",2355829.35,88974.759492197,-41.4444874150988,-8.2,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N89","TestSB","ok",2355777.65,88972.2850126041,-40.8909695348356,-38,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N90","NTC1","ok",2348578.43333333,88627.9973576205,36.2907746433692,-6.5,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N90","NTC2","ok",2357354.65,89047.7768836299,-57.7700703276989,-5.8,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N90","TestSB","ok",2357499.46666667,89054.7106928724,-59.3195888862894,-9.1,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N91","NTC1","ok",2351788.58333333,88781.4466977045,1.84956793436442,-56.5,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N91","NTC2","ok",2350815,88734.8963472175,12.2906239111913,-9.2,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1575218500646,"N91","TestSB","ok",2350757.23333333,88732.1346482271,12.9102538005341,-11.3,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N92","NTC1","ok",2351617.45,88773.263482876,3.58039038438918,-61.3,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N92","NTC2","ok",2350026.36666667,88697.1966230219,20.6468005498728,-8,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N92","TestSB","ok",2357221.55,89041.4042683287,-56.4500420465883,-12.5,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N93","NTC1","ok",2357505.58333333,89055.0035633495,-59.4892318386364,-13.6,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N93","NTC2","ok",2351122.16666667,88749.5819267422,8.89185088856337,-7.4,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N93","TestSB","ok",2351469.23333333,88766.176348667,5.16977535484742,-7.7,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N94","NTC1","ok",2357747.86666667,89066.6045936975,-62.0814375541947,-4.7,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N94","NTC2","ok",2355504.6,88959.2167000414,-38.0716230820148,-7.1,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N94","TestSB","ok",2358749.53333333,89114.573250036,-72.7958539890885,-7.6,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N96","NTC1","ok",2354259.08333333,88899.6159042705,-24.7321092064787,-4.9,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N96","NTC2","ok",2357877.93333333,89072.8327196075,-63.472933062581,-5.1,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1574176527699,"N96","TestSB","ok",2350644.68333333,88726.7539808526,14.0133542393421,-45.7,30,4.4,1.4,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N29","NTC1","ok",2355809.45,88973.8070294976,-43.6002361217476,-41.6,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N29","NTC2","ok",2358910.01666667,89122.2596246493,-76.7767131113004,-7.4,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N29","TestSB","ok",2350254.85,88708.1183165534,15.9307925957961,-6.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N97","NTC1","ok",2348171.71666667,88608.563743585,38.2885265398301,-5.4,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N97","NTC2","ok",2354647.13333333,88918.1831701506,-31.1534055377507,-6.5,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N97","TestSB","ok",2355175.35,88943.459703486,-36.8105567442427,-19.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N98","NTC1","FAULTY",2513896.98333333,96678.4348183614,-1688.60932635202,-1656.7,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N98","NTC2","ok",2417050.35,91925.4479853981,-691.918605811949,-636.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N98","TestSB","ok",2345266.8,88469.8139733203,69.4953997619194,63.2,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N99","NTC1","ok",2359560.9,89153.4366556792,-83.7363867369589,-20.4,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N99","NTC2","ok",2354487.31666667,88910.5361262958,-29.4415641806012,-5.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1551530464161,"N99","TestSB","ok",2348114.43333333,88605.82679246,38.9035802542281,13.9,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N92","NTC1","ok",2351224.95945946,88754.4966589495,4.76806733092872,-60.1,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N92","NTC2","ok",2349563.48648649,88675.0722993973,22.5923484634052,-6,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N92","TestSB","ok",2356695.86486486,89016.2371855004,-53.8456449830562,-9.9,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N93","NTC1","ok",2357153.06756757,89038.1255139012,-58.7385679203294,-12.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N93","NTC2","ok",2350827.82432432,88735.5094552446,9.02752524163475,-7.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N93","TestSB","ok",2351186.40540541,88752.6532978898,5.18154965513418,-7.7,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N94","NTC1","ok",2357375.62162162,89048.7809889144,-61.1200103099918,-3.7,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N94","NTC2","ok",2355103.67567568,88940.0297240963,-36.7997344758066,-5.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N94","TestSB","ok",2358391.18918919,89097.4113111856,-71.9845972708697,-6.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N96","NTC1","ok",2353872.97297297,88881.1430678124,-23.6169424504453,-3.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N96","NTC2","ok",2357459.5,89052.7970696252,-62.0175006813497,-3.6,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1543963087479,"N96","TestSB","ok",2350253.18918919,88708.0389263724,15.1918730391003,-44.5,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N88","NTC1","ok",2360410.45,89194.1366652444,-94.5938022984301,-5.9,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N88","NTC2","ok",2349635.66666667,88678.5221488321,20.7985039583214,-7.4,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N88","TestSB","ok",2352944.5,88836.7283773572,-14.68676911038,-66,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N89","NTC1","ok",2350134,88702.341515456,15.451365253444,-5.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N89","NTC2","ok",2355436.91666667,88955.9774663348,-41.387501524877,-8.1,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N89","TestSB","ok",2355428.13333333,88955.5571114089,-41.2934511400742,-38.4,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N90","NTC1","ok",2348172.4,88608.596392911,36.505186687112,-6.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N90","NTC2","ok",2356932.05,89027.5441356153,-57.3926365065169,-5.5,30,5.2,-0.6,TRUE
