0.06038350264231364;2026-07-03 16:01:05.013564;2.7849705985E-001;0.56mA;Channel2;1
0.12093441883722941;2026-07-03 16:01:08.646620;2.7849665609E-001;0.56mA;Channel2;2
0.18145734866460164;2026-07-03 16:01:12.277995;2.7849497411E-001;0.56mA;Channel2;3
0.24195303122202555;2026-07-03 16:01:15.907737;2.7849367642E-001;0.56mA;Channel2;4
0.3025013009707133;2026-07-03 16:01:19.540632;2.7849255221E-001;0.56mA;Channel2;5
0.3630376140276591;2026-07-03 16:01:23.172811;2.7849150257E-001;0.56mA;Channel2;6
0.42358031272888186;2026-07-03 16:01:26.805375;2.7849053242E-001;0.56mA;Channel2;7
0.4840856671333313;2026-07-03 16:01:30.435691;2.7848912231E-001;0.56mA;Channel2;8
0.5446399490038554;2026-07-03 16:01:34.068952;2.7848856373E-001;0.56mA;Channel2;9
0.6052091995875041;2026-07-03 16:01:37.703107;2.7848763671E-001;0.56mA;Channel2;10
0.6656959652900696;2026-07-03 16:01:41.332312;2.7848663623E-001;0.56mA;Channel2;11
0.7262264490127563;2026-07-03 16:01:44.964143;2.7848603620E-001;0.56mA;Channel2;12
0.7867580850919088;2026-07-03 16:01:48.596040;2.7848557924E-001;0.56mA;Channel2;13
0.8473314483960469;2026-07-03 16:01:52.230442;2.7848566834E-001;0.56mA;Channel2;14
0.9078203002611797;2026-07-03 16:01:55.859774;2.7848611335E-001;0.56mA;Channel2;15
0.968396266301473;2026-07-03 16:01:59.494331;2.7848664778E-001;0.56mA;Channel2;16
1.0289275805155436;2026-07-03 16:02:03.126210;2.7848661551E-001;0.56mA;Channel2;17
1.0894116322199503;2026-07-03 16:02:06.755254;2.7848664568E-001;0.56mA;Channel2;18
1.1499717672665914;2026-07-03 16:02:10.388861;2.7848596927E-001;0.56mA;Channel2;19
1.2105381965637207;2026-07-03 16:02:14.022835;2.7848503774E-001;0.56mA;Channel2;20
1.271032166481018;2026-07-03 16:02:17.652482;2.7848389806E-001;0.56mA;Channel2;21
1.331594713528951;2026-07-03 16:02:21.286231;2.7848253812E-001;0.56mA;Channel2;22
1.392086350917816;2026-07-03 16:02:24.915741;2.7848174081E-001;0.56mA;Channel2;23
1.4526212811470032;2026-07-03 16:02:28.547833;2.7847967845E-001;0.56mA;Channel2;24
1.5131658832232158;2026-07-03 16:02:32.180512;2.7847661822E-001;0.56mA;Channel2;25
1.5737117330233257;2026-07-03 16:02:35.813261;2.7847433641E-001;0.56mA;Channel2;26
1.6342094182968139;2026-07-03 16:02:39.443120;2.7847201311E-001;0.56mA;Channel2;27
1.6947431325912476;2026-07-03 16:02:43.075249;2.7847048703E-001;0.56mA;Channel2;28
1.7553244988123575;2026-07-03 16:02:46.710026;2.7846831952E-001;0.56mA;Channel2;29
1.8158279339472452;2026-07-03 16:02:50.340232;2.7846656391E-001;0.56mA;Channel2;30
1.876366416613261;2026-07-03 16:02:53.972539;2.7846507617E-001;0.56mA;Channel2;31
1.9369377334912619;2026-07-03 16:02:57.606820;2.7846393984E-001;0.56mA;Channel2;32
1.9973987976710001;2026-07-03 16:03:01.234685;2.7846282722E-001;0.56mA;Channel2;33
2.0580052296320597;2026-07-03 16:03:04.870870;2.7846084088E-001;0.56mA;Channel2;34
2.118460448582967;2026-07-03 16:03:08.498182;2.7845906502E-001;0.56mA;Channel2;35
2.179062533378601;2026-07-03 16:03:12.134308;2.7845732494E-001;0.56mA;Channel2;36
